qa_id,comparison,question,category,answer_type,is_answerable,recall@10_delta,hit@10_delta,mrr@10_delta,ndcg@10_delta,precision@10_delta,exact_match_delta,token_f1_delta,rouge_l_delta,total_latency_sec_delta
vlrag-65539bbc64,HybridOnly_minus_DenseOnly,"Làm sao để doanh nghiệp của chúng tôi nắm được chức năng chính của Hội đồng phối hợp công tác phổ biến, giáo dục pháp luật tỉnh để có hướng phối hợp khi cần?",single_hop,abstractive,True,-1.0,-1.0,-1.0,-1.0,-0.1,0.0,-0.10204130701353664,-0.17859633093698157,21.411235301423126
vlrag-65539bbc64,HybridGraph_minus_DenseGraph,"Làm sao để doanh nghiệp của chúng tôi nắm được chức năng chính của Hội đồng phối hợp công tác phổ biến, giáo dục pháp luật tỉnh để có hướng phối hợp khi cần?",single_hop,abstractive,True,-1.0,-1.0,-1.0,-1.0,-0.1,0.0,-0.11210256891936315,-0.18686892405955013,26.13937548441908
vlrag-667a015ee4,DenseGraph_minus_DenseOnly,Gia đình tôi muốn biết quy định cụ thể về việc thành lập Hội đồng đạo đức trong nghiên cứu y sinh học hiện nay nằm ở văn bản nào để tôi làm căn cứ tham khảo?,citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.04271559633027522,0.051669724770642134,-4.3202030020001985
vlrag-667a015ee4,HybridGraph_minus_HybridOnly,Gia đình tôi muốn biết quy định cụ thể về việc thành lập Hội đồng đạo đức trong nghiên cứu y sinh học hiện nay nằm ở văn bản nào để tôi làm căn cứ tham khảo?,citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.04260299625468167,-0.018492509363295828,-3.236535824999006
vlrag-667a015ee4,HybridOnly_minus_DenseOnly,Gia đình tôi muốn biết quy định cụ thể về việc thành lập Hội đồng đạo đức trong nghiên cứu y sinh học hiện nay nằm ở văn bản nào để tôi làm căn cứ tham khảo?,citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.16826966292134843,0.18732584269662922,23.955100394420413
vlrag-667a015ee4,HybridGraph_minus_DenseGraph,Gia đình tôi muốn biết quy định cụ thể về việc thành lập Hội đồng đạo đức trong nghiên cứu y sinh học hiện nay nằm ở văn bản nào để tôi làm căn cứ tham khảo?,citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.08295107033639154,0.11716360856269126,25.038767571421605
vlrag-66c32c6ea2,DenseGraph_minus_DenseOnly,"Tôi muốn gửi cháu tôi vào Trung tâm Bảo trợ cô nhi khuyết tật thì ngoài việc cháu thuộc diện trẻ em mồ côi, tôi còn cần phải đáp ứng các điều kiện gì khác hoặc hoàn tất thủ tục nào để cháu được hưởng mức trợ cấp 900.000 đồng/tháng không?",multi_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0496415770609319,0.0496415770609319,-2.07695159099967
vlrag-66c32c6ea2,HybridGraph_minus_HybridOnly,"Tôi muốn gửi cháu tôi vào Trung tâm Bảo trợ cô nhi khuyết tật thì ngoài việc cháu thuộc diện trẻ em mồ côi, tôi còn cần phải đáp ứng các điều kiện gì khác hoặc hoàn tất thủ tục nào để cháu được hưởng mức trợ cấp 900.000 đồng/tháng không?",multi_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.001440124072227801,0.009194638307300398,-0.5228359149987192
vlrag-66c32c6ea2,HybridOnly_minus_DenseOnly,"Tôi muốn gửi cháu tôi vào Trung tâm Bảo trợ cô nhi khuyết tật thì ngoài việc cháu thuộc diện trẻ em mồ côi, tôi còn cần phải đáp ứng các điều kiện gì khác hoặc hoàn tất thủ tục nào để cháu được hưởng mức trợ cấp 900.000 đồng/tháng không?",multi_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0230696798493409,-0.010828625235404898,23.14810539042054
vlrag-66c32c6ea2,HybridGraph_minus_DenseGraph,"Tôi muốn gửi cháu tôi vào Trung tâm Bảo trợ cô nhi khuyết tật thì ngoài việc cháu thuộc diện trẻ em mồ côi, tôi còn cần phải đáp ứng các điều kiện gì khác hoặc hoàn tất thủ tục nào để cháu được hưởng mức trợ cấp 900.000 đồng/tháng không?",multi_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.025131773139363198,-0.0512755639890364,24.70222106642149
vlrag-676ad4aad5,DenseGraph_minus_DenseOnly,"Tôi làm việc liên quan đến động vật hoang dã, cụ thể là CITES, vậy tôi cần liên hệ với cơ quan nào để được hỗ trợ thủ tục?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.022928834090417405,0.022928834090417405,-0.5796242680003161
vlrag-676ad4aad5,HybridGraph_minus_HybridOnly,"Tôi làm việc liên quan đến động vật hoang dã, cụ thể là CITES, vậy tôi cần liên hệ với cơ quan nào để được hỗ trợ thủ tục?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.01891715590345719,-0.022504892367905982,-0.9049474849998624
vlrag-676ad4aad5,HybridOnly_minus_DenseOnly,"Tôi làm việc liên quan đến động vật hoang dã, cụ thể là CITES, vậy tôi cần liên hệ với cơ quan nào để được hỗ trợ thủ tục?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02914001421464099,0.005330490405117183,26.91062568542219
vlrag-676ad4aad5,HybridGraph_minus_DenseGraph,"Tôi làm việc liên quan đến động vật hoang dã, cụ thể là CITES, vậy tôi cần liên hệ với cơ quan nào để được hỗ trợ thủ tục?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.012705975779233603,-0.040103236053206204,26.585302468422643
vlrag-67d3c4259b,DenseGraph_minus_DenseOnly,"Doanh nghiệp của tôi có thắc mắc, nếu các cơ quan nhà nước không thực hiện đúng trình tự ban hành văn bản quy phạm pháp luật thì sẽ bị xử lý như thế nào?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.010370370370370401,0.001975308641975298,-5.203714876000049
vlrag-67d3c4259b,HybridGraph_minus_HybridOnly,"Doanh nghiệp của tôi có thắc mắc, nếu các cơ quan nhà nước không thực hiện đúng trình tự ban hành văn bản quy phạm pháp luật thì sẽ bị xử lý như thế nào?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0006926406926406996,0.0006926406926406996,0.5624954389986669
vlrag-67d3c4259b,HybridOnly_minus_DenseOnly,"Doanh nghiệp của tôi có thắc mắc, nếu các cơ quan nhà nước không thực hiện đúng trình tự ban hành văn bản quy phạm pháp luật thì sẽ bị xử lý như thế nào?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.011063011063011101,0.0012826679493345983,18.7573787294229
vlrag-67d3c4259b,HybridGraph_minus_DenseGraph,"Doanh nghiệp của tôi có thắc mắc, nếu các cơ quan nhà nước không thực hiện đúng trình tự ban hành văn bản quy phạm pháp luật thì sẽ bị xử lý như thế nào?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.523589044421616
vlrag-6884f64ffe,DenseGraph_minus_DenseOnly,Làm sao để biết xã Đak Năng được thành lập trên cơ sở diện tích và nhân khẩu của xã nào?,single_hop,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.13322368421052622,0.13322368421052622,-0.9834552860002077
vlrag-6884f64ffe,HybridGraph_minus_HybridOnly,Làm sao để biết xã Đak Năng được thành lập trên cơ sở diện tích và nhân khẩu của xã nào?,single_hop,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.12741312741312727,0.12741312741312727,-0.47906844499811996
vlrag-6884f64ffe,HybridOnly_minus_DenseOnly,Làm sao để biết xã Đak Năng được thành lập trên cơ sở diện tích và nhân khẩu của xã nào?,single_hop,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.019203413940256153,0.019203413940256153,25.854587967423587
vlrag-6884f64ffe,HybridGraph_minus_DenseGraph,Làm sao để biết xã Đak Năng được thành lập trên cơ sở diện tích và nhân khẩu của xã nào?,single_hop,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.013392857142857206,0.013392857142857206,26.358974808425675
vlrag-68c0b49fd7,DenseGraph_minus_DenseOnly,"Doanh nghiệp của tôi trước đây có làm việc theo Quyết định 48/2021/QĐ-UBND của tỉnh Cà Mau về quản lý công chức, vậy giờ tôi vẫn làm theo cách đó hay phải đổi theo quy định mới?",legal_validity,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.581206662999989
vlrag-68c0b49fd7,HybridGraph_minus_HybridOnly,"Doanh nghiệp của tôi trước đây có làm việc theo Quyết định 48/2021/QĐ-UBND của tỉnh Cà Mau về quản lý công chức, vậy giờ tôi vẫn làm theo cách đó hay phải đổi theo quy định mới?",legal_validity,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8451154670001415
vlrag-68c0b49fd7,HybridOnly_minus_DenseOnly,"Doanh nghiệp của tôi trước đây có làm việc theo Quyết định 48/2021/QĐ-UBND của tỉnh Cà Mau về quản lý công chức, vậy giờ tôi vẫn làm theo cách đó hay phải đổi theo quy định mới?",legal_validity,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001955671447196883,-0.03194263363754893,24.290581907423476
vlrag-68c0b49fd7,HybridGraph_minus_DenseGraph,"Doanh nghiệp của tôi trước đây có làm việc theo Quyết định 48/2021/QĐ-UBND của tỉnh Cà Mau về quản lý công chức, vậy giờ tôi vẫn làm theo cách đó hay phải đổi theo quy định mới?",legal_validity,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.001955671447196883,-0.03194263363754893,15.554490711423629
vlrag-68ec3438a7,DenseGraph_minus_DenseOnly,"Gia đình tôi có người đang làm diễn viên tại một đơn vị nghệ thuật chuyên nghiệp của tỉnh, vậy ngoài lương cơ bản thì người đó được hỗ trợ thêm những khoản nào và cần chuẩn bị hồ sơ gì để nhận hỗ trợ?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005760368663593751,0.008064516129032195,-1.5690634460000865
vlrag-68ec3438a7,HybridGraph_minus_HybridOnly,"Gia đình tôi có người đang làm diễn viên tại một đơn vị nghệ thuật chuyên nghiệp của tỉnh, vậy ngoài lương cơ bản thì người đó được hỗ trợ thêm những khoản nào và cần chuẩn bị hồ sơ gì để nhận hỗ trợ?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.009478672985781922,0.009478672985781977,-1.8044499679999717
vlrag-68ec3438a7,HybridOnly_minus_DenseOnly,"Gia đình tôi có người đang làm diễn viên tại một đơn vị nghệ thuật chuyên nghiệp của tỉnh, vậy ngoài lương cơ bản thì người đó được hỗ trợ thêm những khoản nào và cần chuẩn bị hồ sơ gì để nhận hỗ trợ?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.007024373730534883,0.005924170616113722,24.99930468242127
vlrag-68ec3438a7,HybridGraph_minus_DenseGraph,"Gia đình tôi có người đang làm diễn viên tại một đơn vị nghệ thuật chuyên nghiệp của tỉnh, vậy ngoài lương cơ bản thì người đó được hỗ trợ thêm những khoản nào và cần chuẩn bị hồ sơ gì để nhận hỗ trợ?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.01707908358267618,0.007338327472863504,24.763918160421383
vlrag-690e673596,DenseGraph_minus_DenseOnly,"Chúng tôi hiện không có bảo hiểm y tế và muốn đi khám bệnh tại bệnh viện công ở Cà Mau, xin hỏi có trường hợp nào được miễn trừ hoặc không phải thực hiện theo mức giá quy định của tỉnh không?",single_hop,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9048250159999043
vlrag-690e673596,HybridGraph_minus_HybridOnly,"Chúng tôi hiện không có bảo hiểm y tế và muốn đi khám bệnh tại bệnh viện công ở Cà Mau, xin hỏi có trường hợp nào được miễn trừ hoặc không phải thực hiện theo mức giá quy định của tỉnh không?",single_hop,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,0.1483180428134556,0.1483180428134556,-1.577960937998796
vlrag-690e673596,HybridOnly_minus_DenseOnly,"Chúng tôi hiện không có bảo hiểm y tế và muốn đi khám bệnh tại bệnh viện công ở Cà Mau, xin hỏi có trường hợp nào được miễn trừ hoặc không phải thực hiện theo mức giá quy định của tỉnh không?",single_hop,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.1483180428134556,-0.1483180428134556,26.420032617424287
vlrag-690e673596,HybridGraph_minus_DenseGraph,"Chúng tôi hiện không có bảo hiểm y tế và muốn đi khám bệnh tại bệnh viện công ở Cà Mau, xin hỏi có trường hợp nào được miễn trừ hoặc không phải thực hiện theo mức giá quy định của tỉnh không?",single_hop,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.746896695425395
vlrag-6972ddd02a,DenseGraph_minus_DenseOnly,"Doanh nghiệp của tôi có liên quan đến các thủ tục tín ngưỡng, tôn giáo được phân cấp, vậy tôi có thể tìm hiểu các trách nhiệm của cơ quan giải quyết thủ tục này ở đâu để nắm rõ quy trình làm việc của họ?",single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.04464066715722348,0.005592347314201607,-0.2805068380002913
vlrag-6972ddd02a,HybridGraph_minus_HybridOnly,"Doanh nghiệp của tôi có liên quan đến các thủ tục tín ngưỡng, tôn giáo được phân cấp, vậy tôi có thể tìm hiểu các trách nhiệm của cơ quan giải quyết thủ tục này ở đâu để nắm rõ quy trình làm việc của họ?",single_hop,abstractive,True,-1.0,-1.0,-0.1428571428571428,-0.3333333333333333,-0.1,0.0,0.041748251748251725,0.017832167832167817,-1.3797803490051557
vlrag-6972ddd02a,HybridOnly_minus_DenseOnly,"Doanh nghiệp của tôi có liên quan đến các thủ tục tín ngưỡng, tôn giáo được phân cấp, vậy tôi có thể tìm hiểu các trách nhiệm của cơ quan giải quyết thủ tục này ở đâu để nắm rõ quy trình làm việc của họ?",single_hop,abstractive,True,0.0,0.0,-0.3571428571428572,-0.2975964202381242,0.0,0.0,-0.04165562913907281,-0.0221854304635761,27.63322593642232
vlrag-6972ddd02a,HybridGraph_minus_DenseGraph,"Doanh nghiệp của tôi có liên quan đến các thủ tục tín ngưỡng, tôn giáo được phân cấp, vậy tôi có thể tìm hiểu các trách nhiệm của cơ quan giải quyết thủ tục này ở đâu để nắm rõ quy trình làm việc của họ?",single_hop,abstractive,True,-1.0,-1.0,-0.5,-0.6309297535714575,-0.1,0.0,-0.04454804454804456,-0.00994560994560989,26.533952425417457
vlrag-69965240a8,DenseGraph_minus_DenseOnly,"Gia đình tôi đang cần tìm căn cứ pháp lý để hiểu rõ về cơ cấu tổ chức và hoạt động của Trung tâm nuôi dạy trẻ em khó khăn tại Đà Nẵng để gửi đơn kiến nghị, xin hỏi văn bản nào quy định về việc này?",citation,extractive,True,-1.0,-1.0,-0.125,-0.3154648767857287,-0.1,0.0,0.01949317738791423,0.039311241065627,0.4867501309990985
vlrag-69965240a8,HybridGraph_minus_HybridOnly,"Gia đình tôi đang cần tìm căn cứ pháp lý để hiểu rõ về cơ cấu tổ chức và hoạt động của Trung tâm nuôi dạy trẻ em khó khăn tại Đà Nẵng để gửi đơn kiến nghị, xin hỏi văn bản nào quy định về việc này?",citation,extractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.06700775705561973,0.029707872586235418,0.38858976500341313
vlrag-69965240a8,HybridOnly_minus_DenseOnly,"Gia đình tôi đang cần tìm căn cứ pháp lý để hiểu rõ về cơ cấu tổ chức và hoạt động của Trung tâm nuôi dạy trẻ em khó khăn tại Đà Nẵng để gửi đơn kiến nghị, xin hỏi văn bản nào quy định về việc này?",citation,extractive,True,0.0,0.0,0.875,0.6845351232142713,0.0,0.0,-0.007139669790272196,0.019336605681987196,26.497914902422686
vlrag-69965240a8,HybridGraph_minus_DenseGraph,"Gia đình tôi đang cần tìm căn cứ pháp lý để hiểu rõ về cơ cấu tổ chức và hoạt động của Trung tâm nuôi dạy trẻ em khó khăn tại Đà Nẵng để gửi đơn kiến nghị, xin hỏi văn bản nào quy định về việc này?",citation,extractive,True,1.0,1.0,1.0,1.0,0.1,0.0,0.04037490987743331,0.009733237202595613,26.399754536427
vlrag-69dbbcd3df,DenseGraph_minus_DenseOnly,"Doanh nghiệp của tôi có nghe thông tin về Quyết định 06/2010/QĐ-UBND của UBND tỉnh Lâm Đồng liên quan đến việc đào tạo cán bộ ở nước ngoài, không biết quy định này có thật không và căn cứ vào văn bản nào của Bộ Nội vụ để ban hành?",citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01722331300015867
vlrag-69dbbcd3df,HybridGraph_minus_HybridOnly,"Doanh nghiệp của tôi có nghe thông tin về Quyết định 06/2010/QĐ-UBND của UBND tỉnh Lâm Đồng liên quan đến việc đào tạo cán bộ ở nước ngoài, không biết quy định này có thật không và căn cứ vào văn bản nào của Bộ Nội vụ để ban hành?",citation,abstractive,True,-1.0,-1.0,-0.1428571428571428,-0.3333333333333333,-0.1,0.0,-0.05457875457875461,-0.11227106227106232,-2.068829130001177
vlrag-69dbbcd3df,HybridOnly_minus_DenseOnly,"Doanh nghiệp của tôi có nghe thông tin về Quyết định 06/2010/QĐ-UBND của UBND tỉnh Lâm Đồng liên quan đến việc đào tạo cán bộ ở nước ngoài, không biết quy định này có thật không và căn cứ vào văn bản nào của Bộ Nội vụ để ban hành?",citation,abstractive,True,0.0,0.0,-0.19047619047619052,-0.16666666666666669,0.0,0.0,-0.0196248196248196,-0.0196248196248196,28.412037444419127
vlrag-69dbbcd3df,HybridGraph_minus_DenseGraph,"Doanh nghiệp của tôi có nghe thông tin về Quyết định 06/2010/QĐ-UBND của UBND tỉnh Lâm Đồng liên quan đến việc đào tạo cán bộ ở nước ngoài, không biết quy định này có thật không và căn cứ vào văn bản nào của Bộ Nội vụ để ban hành?",citation,abstractive,True,-1.0,-1.0,-0.3333333333333333,-0.5,-0.1,0.0,-0.07420357420357421,-0.13189588189588192,26.36043162741811
vlrag-6a04d5dd54,DenseGraph_minus_DenseOnly,Nếu tôi có nhiều thành tích trong công tác tại ngành Tư pháp thì có trường hợp nào được xét tặng Kỷ niệm chương mà không cần phải thỏa mãn đủ các tiêu chuẩn thông thường không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.012341615928912295,0.0098732927431298,-0.299327439000308
vlrag-6a04d5dd54,HybridGraph_minus_HybridOnly,Nếu tôi có nhiều thành tích trong công tác tại ngành Tư pháp thì có trường hợp nào được xét tặng Kỷ niệm chương mà không cần phải thỏa mãn đủ các tiêu chuẩn thông thường không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.0063113604488079095,-0.0050490883590463,0.8645570039989217
vlrag-6a04d5dd54,HybridOnly_minus_DenseOnly,Nếu tôi có nhiều thành tích trong công tác tại ngành Tư pháp thì có trường hợp nào được xét tặng Kỷ niệm chương mà không cần phải thỏa mãn đủ các tiêu chuẩn thông thường không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0022107590272660016,0.0017686072218127957,26.669149599422727
vlrag-6a04d5dd54,HybridGraph_minus_DenseGraph,Nếu tôi có nhiều thành tích trong công tác tại ngành Tư pháp thì có trường hợp nào được xét tặng Kỷ niệm chương mà không cần phải thỏa mãn đủ các tiêu chuẩn thông thường không?,single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.016442217350454202,-0.013153773880363304,27.833034042421957
vlrag-6a345299b8,DenseGraph_minus_DenseOnly,Làm sao để tôi biết các quy định hiện hành về kế toán dành cho hợp tác xã tiểu công nghiệp và thủ công nghiệp để tránh làm sai?,single_hop,abstractive,True,-1.0,-1.0,-0.1666666666666666,-0.3562071871080222,-0.1,0.0,-0.021014272699665992,0.0044336471302763025,-1.061034755000037
vlrag-6a345299b8,HybridGraph_minus_HybridOnly,Làm sao để tôi biết các quy định hiện hành về kế toán dành cho hợp tác xã tiểu công nghiệp và thủ công nghiệp để tránh làm sai?,single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0029037654262538126,-0.001893760060600408,-0.388006784000023
vlrag-6a345299b8,HybridOnly_minus_DenseOnly,Làm sao để tôi biết các quy định hiện hành về kế toán dành cho hợp tác xã tiểu công nghiệp và thủ công nghiệp để tránh làm sai?,single_hop,abstractive,True,0.0,0.0,0.8333333333333334,0.6437928128919779,0.0,0.0,-0.009775915698597093,0.0009521995810322093,25.556141659420692
vlrag-6a345299b8,HybridGraph_minus_DenseGraph,Làm sao để tôi biết các quy định hiện hành về kế toán dành cho hợp tác xã tiểu công nghiệp và thủ công nghiệp để tránh làm sai?,single_hop,abstractive,True,1.0,1.0,1.0,1.0,0.1,0.0,0.008334591574815087,-0.005375207609844501,26.229169630420706
vlrag-6ae307709f,DenseGraph_minus_DenseOnly,"Trong trường hợp doanh nghiệp của tôi muốn tham gia phát triển đào tạo nghề vùng đồng bằng sông Cửu Long theo quyết định của Thủ tướng, chúng tôi có nghĩa vụ phải thực hiện theo văn bản nào không?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025702811244979994,-0.0025702811244979994,-1.5213163290009106
vlrag-6ae307709f,HybridGraph_minus_HybridOnly,"Trong trường hợp doanh nghiệp của tôi muốn tham gia phát triển đào tạo nghề vùng đồng bằng sông Cửu Long theo quyết định của Thủ tướng, chúng tôi có nghĩa vụ phải thực hiện theo văn bản nào không?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0008818342151674999,0.0008818342151674999,-1.8393248840002272
vlrag-6ae307709f,HybridOnly_minus_DenseOnly,"Trong trường hợp doanh nghiệp của tôi muốn tham gia phát triển đào tạo nghề vùng đồng bằng sông Cửu Long theo quyết định của Thủ tướng, chúng tôi có nghĩa vụ phải thực hiện theo văn bản nào không?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,-0.0028571428571427977,-0.0028571428571427977,26.785887097420243
vlrag-6ae307709f,HybridGraph_minus_DenseGraph,"Trong trường hợp doanh nghiệp của tôi muốn tham gia phát triển đào tạo nghề vùng đồng bằng sông Cửu Long theo quyết định của Thủ tướng, chúng tôi có nghĩa vụ phải thực hiện theo văn bản nào không?",single_hop,unanswerable,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0005949724825227015,0.0005949724825227015,26.467878542420927
vlrag-6b504cea3c,DenseGraph_minus_DenseOnly,Tôi muốn biết quy định pháp luật nào đang hướng dẫn về cơ chế quản lý tài chính áp dụng cho Đài Truyền hình Việt Nam để làm căn cứ trình bày trong văn bản gửi cơ quan chức năng?,citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.014730158730158704,-0.0152380952380953,4.429817936999825
vlrag-6b504cea3c,HybridGraph_minus_HybridOnly,Tôi muốn biết quy định pháp luật nào đang hướng dẫn về cơ chế quản lý tài chính áp dụng cho Đài Truyền hình Việt Nam để làm căn cứ trình bày trong văn bản gửi cơ quan chức năng?,citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.016835016835016786,0.011784511784511814,3.036694069998699
vlrag-6b504cea3c,HybridOnly_minus_DenseOnly,Tôi muốn biết quy định pháp luật nào đang hướng dẫn về cơ chế quản lý tài chính áp dụng cho Đài Truyền hình Việt Nam để làm căn cứ trình bày trong văn bản gửi cơ quan chức năng?,citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02645502645502651,0.03439153439153439,24.24107843842302
vlrag-6b504cea3c,HybridGraph_minus_DenseGraph,Tôi muốn biết quy định pháp luật nào đang hướng dẫn về cơ chế quản lý tài chính áp dụng cho Đài Truyền hình Việt Nam để làm căn cứ trình bày trong văn bản gửi cơ quan chức năng?,citation,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.058020202020202,0.061414141414141504,22.847954571421894
vlrag-6bfe090dff,DenseGraph_minus_DenseOnly,Làm sao để biết các quy định về bảo vệ công trình kè trên địa bàn tỉnh Bình Thuận mà tôi tìm thấy từ năm 2009 còn hiệu lực hay đã bị bãi bỏ?,legal_validity,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.027854132307128493,-0.027854132307128493,-6.151646574999631
vlrag-6bfe090dff,HybridGraph_minus_HybridOnly,Làm sao để biết các quy định về bảo vệ công trình kè trên địa bàn tỉnh Bình Thuận mà tôi tìm thấy từ năm 2009 còn hiệu lực hay đã bị bãi bỏ?,legal_validity,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.09400087578455708,-0.09400087578455708,0.9011175049999984
vlrag-6bfe090dff,HybridOnly_minus_DenseOnly,Làm sao để biết các quy định về bảo vệ công trình kè trên địa bàn tỉnh Bình Thuận mà tôi tìm thấy từ năm 2009 còn hiệu lực hay đã bị bãi bỏ?,legal_validity,abstractive,True,0.0,0.0,0.5,0.36907024642854247,0.0,0.0,-0.002530044275774801,-0.002530044275774801,20.135773794421485
vlrag-6bfe090dff,HybridGraph_minus_DenseGraph,Làm sao để biết các quy định về bảo vệ công trình kè trên địa bàn tỉnh Bình Thuận mà tôi tìm thấy từ năm 2009 còn hiệu lực hay đã bị bãi bỏ?,legal_validity,abstractive,True,0.0,0.0,0.5,0.36907024642854247,0.0,0.0,-0.06867678775320339,-0.06867678775320339,27.188537874421115
vlrag-6ca20a6a4f,DenseGraph_minus_DenseOnly,Nếu tôi muốn thực hiện các hoạt động trong khu vực vành đai biên giới tỉnh An Giang thì tôi cần liên hệ cơ quan nào để được hướng dẫn quản lý?,single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0030864197530864057,0.0030864197530864057,-0.4002341659988815
vlrag-6ca20a6a4f,HybridGraph_minus_HybridOnly,Nếu tôi muốn thực hiện các hoạt động trong khu vực vành đai biên giới tỉnh An Giang thì tôi cần liên hệ cơ quan nào để được hướng dẫn quản lý?,single_hop,abstractive,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.0192307692307693,-0.0192307692307693,0.8734857690033131
vlrag-6ca20a6a4f,HybridOnly_minus_DenseOnly,Nếu tôi muốn thực hiện các hoạt động trong khu vực vành đai biên giới tỉnh An Giang thì tôi cần liên hệ cơ quan nào để được hướng dẫn quản lý?,single_hop,abstractive,True,0.0,0.0,-0.5,-0.36907024642854247,0.0,0.0,0.0030864197530864057,0.0030864197530864057,26.227025582422982
vlrag-6ca20a6a4f,HybridGraph_minus_DenseGraph,Nếu tôi muốn thực hiện các hoạt động trong khu vực vành đai biên giới tỉnh An Giang thì tôi cần liên hệ cơ quan nào để được hướng dẫn quản lý?,single_hop,abstractive,True,0.0,0.0,-0.5,-0.36907024642854247,0.0,0.0,-0.0192307692307693,-0.0192307692307693,27.500745517425177
vlrag-6ccf049f50,DenseGraph_minus_DenseOnly,Làm sao để biết quyết định cũ về việc tặng Kỷ niệm chương từ năm 1995 có còn giá trị sử dụng để giải quyết hồ sơ cho người dân hiện nay không?,legal_validity,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34530900400000064
vlrag-6ccf049f50,HybridGraph_minus_HybridOnly,Làm sao để biết quyết định cũ về việc tặng Kỷ niệm chương từ năm 1995 có còn giá trị sử dụng để giải quyết hồ sơ cho người dân hiện nay không?,legal_validity,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,0.003770739064856702,0.003770739064856702,-1.1596093899988738
vlrag-6ccf049f50,HybridOnly_minus_DenseOnly,Làm sao để biết quyết định cũ về việc tặng Kỷ niệm chương từ năm 1995 có còn giá trị sử dụng để giải quyết hồ sơ cho người dân hiện nay không?,legal_validity,boolean,True,0.0,0.0,0.0,0.0,0.0,0.0,-0.008257279443720102,-0.008257279443720102,28.09213422241936
