model,qa_id,category,difficulty,answer_type,base_context_recall,cot_context_recall,base_exact_match,cot_exact_match,delta_exact_match,base_token_f1,cot_token_f1,delta_token_f1,base_rouge_l,cot_rouge_l,delta_rouge_l
gpt-4o-mini,vlrag-fb70f5a371,multi_hop,medium,boolean,0.0,0.0,1.0,1.0,0.0,0.03333333333333333,0.03508771929824561,0.0017543859649122792,0.03333333333333333,0.03508771929824561,0.0017543859649122792
gpt-4o-mini,vlrag-fbc0552bec,citation,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.13698630136986303,0.14893617021276595,0.011949868842902917,0.0821917808219178,0.06382978723404256,-0.01836199358787524
gpt-4o-mini,vlrag-fcc3c5a825,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.3582089552238806,0.2265625,-0.13164645522388058,0.2835820895522388,0.1484375,-0.1351445895522388
gpt-4o-mini,vlrag-fd62570620,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.43396226415094347,0.3875968992248062,-0.04636536492613724,0.32075471698113206,0.26356589147286824,-0.05718882550826382
gpt-4o-mini,vlrag-fd9f48cb49,single_hop,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-fe6539cc6f,multi_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.5084745762711864,0.45614035087719296,-0.05233422539399346,0.42372881355932196,0.3742690058479532,-0.049459807711368764
gpt-4o-mini,vlrag-fe8395096a,citation,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.03571428571428572,0.03508771929824562,-0.0006265664160401002,0.03571428571428572,0.03508771929824562,-0.0006265664160401002
gpt-4o-mini,vlrag-feb0b05960,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.6949152542372882,0.6776859504132231,-0.017229303824065068,0.6949152542372882,0.6776859504132231,-0.017229303824065068
gpt-4o-mini,vlrag-ff37e07c45,citation,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.05555555555555556,0.05555555555555556,0.0,0.05555555555555556,0.05555555555555556,0.0
gpt-4o-mini,vlrag-nuance-04ee90d338,legal_validity,medium,boolean,1.0,1.0,0.0,0.0,0.0,0.05405405405405406,0.16666666666666669,0.11261261261261263,0.05405405405405406,0.16666666666666669,0.11261261261261263
gpt-4o-mini,vlrag-nuance-061efeccb2,legal_validity,easy,abstractive,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-06d1efdbbd,legal_validity,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-084326c05a,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.060606060606060615,0.060606060606060615,0.0,0.060606060606060615,0.060606060606060615,0.0
gpt-4o-mini,vlrag-nuance-0846b8e0a7,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809525,0.09523809523809525,0.0,0.0816326530612245,0.0816326530612245
gpt-4o-mini,vlrag-nuance-107d93cd96,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-14497a648c,legal_validity,easy,boolean,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-1739d69fe3,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.2,0.16393442622950818,-0.03606557377049183,0.16,0.16393442622950818,0.003934426229508181
gpt-4o-mini,vlrag-nuance-1a1e8f979f,legal_validity,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.19889502762430936,0.19889502762430936,0.0,0.143646408839779,0.143646408839779
gpt-4o-mini,vlrag-nuance-25bcdfaeff,legal_validity,medium,boolean,1.0,1.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0
gpt-4o-mini,vlrag-nuance-26a37fb09a,legal_validity,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-28d391ea6c,legal_validity,medium,abstractive,0.5,0.5,0.0,0.0,0.0,0.3859649122807018,0.3859649122807018,0.0,0.3859649122807018,0.3859649122807018,0.0
gpt-4o-mini,vlrag-nuance-2b639daa2f,legal_validity,medium,boolean,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-2ed2b39cf0,legal_validity,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.6782608695652174,0.6451612903225807,-0.03309957924263662,0.5913043478260869,0.4032258064516129,-0.188078541374474
gpt-4o-mini,vlrag-nuance-31e7530731,legal_validity,hard,abstractive,0.0,0.0,0.0,0.0,0.0,0.11764705882352942,0.11764705882352942,0.0,0.11764705882352942,0.11764705882352942,0.0
gpt-4o-mini,vlrag-nuance-335d9ffa83,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.4406779661016949,0.36619718309859156,-0.07448078300310335,0.30508474576271183,0.30985915492957744,0.004774409166865612
gpt-4o-mini,vlrag-nuance-397f58b710,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.7068965517241379,0.7213114754098361,0.014414923685698189,0.5172413793103449,0.5409836065573771,0.023742227247032233
gpt-4o-mini,vlrag-nuance-3f9074f291,legal_validity,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-40627bbc68,legal_validity,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.18867924528301885,0.15384615384615385,-0.034833091436865,0.11320754716981131,0.12307692307692307,0.00986937590711176
gpt-4o-mini,vlrag-nuance-45c16c7d4d,legal_validity,easy,boolean,1.0,1.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-46c2d269b2,single_hop,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.5607476635514019,0.5492537313432835,-0.011493932208118451,0.34267912772585674,0.3402985074626866,-0.0023806202631701523
gpt-4o-mini,vlrag-nuance-47f9db2b8d,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.2795698924731183,0.2795698924731183,0.0,0.2150537634408602,0.2150537634408602
gpt-4o-mini,vlrag-nuance-4af4398745,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-507641f950,legal_validity,easy,boolean,0.5,0.5,0.0,0.0,0.0,0.16666666666666669,0.0,-0.16666666666666669,0.16666666666666669,0.0,-0.16666666666666669
gpt-4o-mini,vlrag-nuance-58469a16e9,legal_validity,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-5a8e49b493,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.31578947368421056,0.32876712328767127,0.012977649603460706,0.31578947368421056,0.32876712328767127,0.012977649603460706
gpt-4o-mini,vlrag-nuance-601db6f345,legal_validity,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.24615384615384614,0.18604651162790695,-0.06010733452593919,0.24615384615384614,0.18604651162790695,-0.06010733452593919
gpt-4o-mini,vlrag-nuance-61b36651f5,single_hop,medium,boolean,1.0,1.0,1.0,1.0,0.0,0.05405405405405406,0.0392156862745098,-0.014838367779544254,0.05405405405405406,0.0392156862745098,-0.014838367779544254
gpt-4o-mini,vlrag-nuance-632bcb76e9,legal_validity,medium,abstractive,0.5,0.5,0.0,0.0,0.0,0.16666666666666666,0.2947368421052632,0.12807017543859653,0.14814814814814814,0.18947368421052632,0.04132553606237818
gpt-4o-mini,vlrag-nuance-6563358334,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.5434782608695652,0.5137614678899083,-0.029716792979656903,0.30434782608695654,0.3119266055045872,0.007578779417630632
gpt-4o-mini,vlrag-nuance-67b463ff69,legal_validity,medium,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.03225806451612903,-0.13440860215053765,0.16666666666666669,0.03225806451612903,-0.13440860215053765
gpt-4o-mini,vlrag-nuance-6a60ea0108,legal_validity,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.04081632653061225,0.0,-0.04081632653061225,0.04081632653061225,0.0,-0.04081632653061225
gpt-4o-mini,vlrag-nuance-6ca1597640,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-6d8ab1d2bc,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-730e3f8322,legal_validity,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.038461538461538464,0.03571428571428572,-0.0027472527472527444,0.038461538461538464,0.03571428571428572,-0.0027472527472527444
gpt-4o-mini,vlrag-nuance-77732d53ad,legal_validity,easy,abstractive,0.5,0.5,0.0,0.0,0.0,0.208955223880597,0.17647058823529413,-0.03248463564530288,0.17910447761194026,0.14705882352941177,-0.03204565408252849
gpt-4o-mini,vlrag-nuance-7b09604230,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.24242424242424246,0.24242424242424246,0.0,0.24242424242424246,0.24242424242424246,0.0
gpt-4o-mini,vlrag-nuance-7ccc688d5b,legal_validity,easy,boolean,0.0,0.0,0.0,1.0,1.0,0.04545454545454545,0.02631578947368421,-0.01913875598086124,0.04545454545454545,0.02631578947368421,-0.01913875598086124
gpt-4o-mini,vlrag-nuance-86ef53dd4f,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.038461538461538464,-0.0260545905707196,0.03225806451612903,0.019230769230769232,-0.0130272952853598
gpt-4o-mini,vlrag-nuance-8b67c9eb66,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,0.22222222222222218,0.042735042735042694,0.10256410256410256,0.12962962962962962,0.027065527065527062
gpt-4o-mini,vlrag-nuance-8e805ad2a0,citation,easy,extractive,0.4,0.4,0.0,0.0,0.0,0.42592592592592593,0.3125,-0.11342592592592593,0.37037037037037035,0.2625,-0.10787037037037034
gpt-4o-mini,vlrag-nuance-9633b1b501,legal_validity,medium,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-967396a5d3,legal_validity,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-9c03848bb1,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.27826086956521745,-0.05507246376811592,0.2857142857142857,0.22608695652173916,-0.05962732919254654
gpt-4o-mini,vlrag-nuance-9d41960f8b,legal_validity,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.43010752688172044,0.32786885245901637,-0.10223867442270407,0.38709677419354843,0.29508196721311475,-0.09201480698043368
gpt-4o-mini,vlrag-nuance-a1effb4dc8,legal_validity,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.03846153846153846,0.03846153846153846,0.0,0.03846153846153846,0.03846153846153846,0.0
gpt-4o-mini,vlrag-nuance-a41186fcc9,legal_validity,easy,boolean,0.0,0.0,1.0,0.0,-1.0,0.06451612903225806,0.16666666666666669,0.10215053763440862,0.06451612903225806,0.16666666666666669,0.10215053763440862
gpt-4o-mini,vlrag-nuance-a874fb495f,legal_validity,medium,abstractive,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.2191780821917808,0.07058823529411766,-0.14858984689766314,0.1643835616438356,0.07058823529411766,-0.09379532634971795
gpt-4o-mini,vlrag-nuance-ac2f26d9b6,legal_validity,easy,abstractive,0.5,0.5,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0
gpt-4o-mini,vlrag-nuance-b1bef47e66,legal_validity,medium,boolean,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.03389830508474576,0.0016402405686167312,0.03225806451612903,0.03389830508474576,0.0016402405686167312
gpt-4o-mini,vlrag-nuance-b50cc43a3b,legal_validity,medium,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-b6c86389ca,legal_validity,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-ba59484332,legal_validity,medium,abstractive,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-bc1a983624,legal_validity,medium,boolean,0.0,0.0,1.0,1.0,0.0,0.05714285714285715,0.05714285714285715,0.0,0.05714285714285715,0.05714285714285715,0.0
gpt-4o-mini,vlrag-nuance-bce9060852,legal_validity,medium,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,-0.16666666666666669,0.16666666666666669,0.0,-0.16666666666666669
gpt-4o-mini,vlrag-nuance-c18f599335,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.28260869565217395,0.2926829268292683,0.010074231177094328,0.1956521739130435,0.21138211382113822,0.015729939908094737
gpt-4o-mini,vlrag-nuance-c1a1b66323,legal_validity,medium,boolean,0.5,0.5,0.0,0.0,0.0,0.04081632653061225,0.04081632653061225,0.0,0.04081632653061225,0.04081632653061225,0.0
gpt-4o-mini,vlrag-nuance-c24dd22b47,legal_validity,medium,abstractive,0.5,0.5,0.0,0.0,0.0,0.25,0.2184873949579832,-0.031512605042016806,0.1590909090909091,0.13445378151260504,-0.024637127578304052
gpt-4o-mini,vlrag-nuance-c619c4a5d0,legal_validity,medium,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-d41c8bf950,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt-4o-mini,vlrag-nuance-e11c19e90c,legal_validity,medium,boolean,0.5,0.5,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-ea2b7f875b,legal_validity,easy,abstractive,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.7032967032967032,0.6666666666666666,-0.03663003663003661,0.41758241758241754,0.47916666666666663,0.06158424908424909
gpt-4o-mini,vlrag-nuance-ea58ef681d,legal_validity,medium,boolean,1.0,1.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.03508771929824561,0.0,0.03508771929824561,0.03508771929824561
gpt-4o-mini,vlrag-nuance-ee31b57c5a,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.6557377049180327,0.30769230769230765,-0.3480453972257251,0.5245901639344263,0.23776223776223776,-0.2868279261721885
gpt-4o-mini,vlrag-nuance-eeffef6526,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.761904761904762,0.761904761904762,0.0,0.6428571428571429,0.6428571428571429,0.0
gpt-4o-mini,vlrag-nuance-f1303b48b8,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0
gpt-4o-mini,vlrag-nuance-f2a2ea7d53,legal_validity,medium,abstractive,0.5,0.5,0.0,0.0,0.0,0.3448275862068966,0.34,-0.00482758620689655,0.22988505747126434,0.2,-0.029885057471264326
gpt-4o-mini,vlrag-nuance-f5127e8b57,legal_validity,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.24615384615384617,0.24615384615384617,0.0,0.1846153846153846,0.1846153846153846,0.0
gpt-4o-mini,vlrag-nuance-f55190d36e,legal_validity,easy,boolean,0.5,0.5,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
gpt-4o-mini,vlrag-nuance-f7e6377af7,legal_validity,medium,boolean,0.5,0.5,1.0,0.0,-1.0,0.038461538461538464,0.0,-0.038461538461538464,0.038461538461538464,0.0,-0.038461538461538464
gpt-4o-mini,vlrag-nuance-f946bce776,legal_validity,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek-v3.1-thinking,vlrag-000298165b,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.3229166666666667,0.24242424242424246,-0.08049242424242423,0.20833333333333331,0.15151515151515152,-0.056818181818181795
deepseek-v3.1-thinking,vlrag-0026ce34be,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.24285714285714285,0.25925925925925924,0.01640211640211639,0.22857142857142856,0.25925925925925924,0.03068783068783068
deepseek-v3.1-thinking,vlrag-036bdd452b,single_hop,easy,extractive,0.0,0.0,0.0,0.0,0.0,0.34285714285714286,0.26666666666666666,-0.0761904761904762,0.34285714285714286,0.26666666666666666,-0.0761904761904762
deepseek-v3.1-thinking,vlrag-0503eae2ee,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.4049079754601227,0.28426395939086296,-0.12064401606925973,0.25766871165644173,0.19289340101522842,-0.06477531064121331
deepseek-v3.1-thinking,vlrag-0563e20013,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.18045112781954886,0.12499999999999999,-0.055451127819548876,0.18045112781954886,0.12499999999999999,-0.055451127819548876
deepseek-v3.1-thinking,vlrag-0794a3f964,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.12903225806451613,0.0,0.06451612903225806,0.06451612903225806,0.0
deepseek-v3.1-thinking,vlrag-07cd394d8f,legal_validity,medium,boolean,0.0,0.0,0.0,1.0,1.0,0.0,0.017699115044247787,0.017699115044247787,0.0,0.017699115044247787,0.017699115044247787
deepseek-v3.1-thinking,vlrag-07e3bd236d,single_hop,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.2823529411764706,0.3380281690140845,0.055675227837613916,0.2823529411764706,0.3380281690140845,0.055675227837613916
deepseek-v3.1-thinking,vlrag-088709b3d4,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0
deepseek-v3.1-thinking,vlrag-098c0cf63e,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.2127659574468085,0.046099290780141855,0.16666666666666666,0.1276595744680851,-0.03900709219858156
deepseek-v3.1-thinking,vlrag-0a0dbf15e0,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.028985507246376812,0.026666666666666665,-0.002318840579710147,0.028985507246376812,0.026666666666666665,-0.002318840579710147
deepseek-v3.1-thinking,vlrag-0a5d60abe1,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.024096385542168676,0.03636363636363636,0.012267250821467686,0.024096385542168676,0.03636363636363636,0.012267250821467686
deepseek-v3.1-thinking,vlrag-0a91b4365a,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.5031446540880503,0.3804878048780488,-0.12265684921000153,0.3144654088050314,0.2634146341463414,-0.05105077465868996
deepseek-v3.1-thinking,vlrag-0dd965b6f2,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.01886792452830189,0.03278688524590164,0.013918960717599752,0.01886792452830189,0.03278688524590164,0.013918960717599752
deepseek-v3.1-thinking,vlrag-0df5ad203a,single_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.048387096774193554,0.03973509933774835,-0.008651997436445201,0.048387096774193554,0.03973509933774835,-0.008651997436445201
deepseek-v3.1-thinking,vlrag-0e5fa2bcda,legal_validity,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.017543859649122806,0.017094017094017096,-0.0004498425551057103,0.017543859649122806,0.017094017094017096,-0.0004498425551057103
deepseek-v3.1-thinking,vlrag-0f687acfc1,legal_validity,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.039999999999999994,0.03773584905660378,-0.002264150943396215,0.039999999999999994,0.03773584905660378,-0.002264150943396215
deepseek-v3.1-thinking,vlrag-0fa555b61c,single_hop,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.4782608695652174,0.44897959183673475,-0.029281277728482658,0.36231884057971014,0.43537414965986393,0.07305530908015379
deepseek-v3.1-thinking,vlrag-101ea5d879,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.17699115044247787,0.16811594202898553,-0.008875208413492347,0.12389380530973453,0.10434782608695652,-0.01954597922277801
deepseek-v3.1-thinking,vlrag-10b37bc357,multi_hop,medium,boolean,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek-v3.1-thinking,vlrag-10c803c6f0,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.20689655172413793,0.1935483870967742,-0.01334816462736374,0.15517241379310345,0.1774193548387097,0.022246941045606233
deepseek-v3.1-thinking,vlrag-1208dacdd4,cross_document,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.0
deepseek-v3.1-thinking,vlrag-12ca1c3d2c,multi_hop,medium,abstractive,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.44,0.44897959183673475,0.008979591836734746,0.27999999999999997,0.2755102040816326,-0.004489795918367345
deepseek-v3.1-thinking,vlrag-146fd3ad63,legal_validity,medium,boolean,1.0,1.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
deepseek-v3.1-thinking,vlrag-14bb215758,single_hop,easy,boolean,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.0
deepseek-v3.1-thinking,vlrag-150e88a994,citation,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.0392156862745098,0.024390243902439022,-0.014825442372070782,0.0392156862745098,0.024390243902439022,-0.014825442372070782
deepseek-v3.1-thinking,vlrag-156fed47ff,citation,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.09022556390977444,0.08333333333333333,-0.006892230576441116,0.07518796992481203,0.059523809523809534,-0.01566416040100249
deepseek-v3.1-thinking,vlrag-1611531bcb,single_hop,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.22222222222222224,0.26,0.03777777777777777,0.22222222222222224,0.23999999999999996,0.017777777777777726
deepseek-v3.1-thinking,vlrag-16c9d79880,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.14285714285714282,0.10344827586206896,-0.03940886699507386,0.10476190476190475,0.06896551724137931,-0.03579638752052544
deepseek-v3.1-thinking,vlrag-16f889c632,single_hop,easy,abstractive,1.0,1.0,0.0,0.0,0.0,0.41304347826086957,0.3070866141732283,-0.10595686408764127,0.358695652173913,0.25984251968503935,-0.09885313248887367
deepseek-v3.1-thinking,vlrag-1744d778b4,single_hop,medium,extractive,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.0
deepseek-v3.1-thinking,vlrag-18eb58e061,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.136986301369863,0.019339242546333596,0.08823529411764705,0.09863013698630135,0.010394842868654303
deepseek-v3.1-thinking,vlrag-19aca15ec5,citation,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.10526315789473684,0.1,-0.005263157894736831,0.10526315789473684,0.1,-0.005263157894736831
deepseek-v3.1-thinking,vlrag-1a404bc765,citation,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.0987012987012987,0.17361111111111113,0.07490981240981243,0.05714285714285714,0.09722222222222222,0.04007936507936508
deepseek-v3.1-thinking,vlrag-1a9ac107d9,single_hop,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.3725490196078432,0.2857142857142857,-0.0868347338935575,0.29411764705882354,0.23809523809523808,-0.05602240896358546
deepseek-v3.1-thinking,vlrag-1ab2c94d5e,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.05128205128205127,0.04545454545454545,-0.0058275058275058245,0.05128205128205127,0.04545454545454545,-0.0058275058275058245
deepseek-v3.1-thinking,vlrag-1cd778e04c,single_hop,easy,boolean,1.0,1.0,1.0,1.0,0.0,0.038461538461538464,0.0392156862745098,0.0007541478129713397,0.038461538461538464,0.0392156862745098,0.0007541478129713397
deepseek-v3.1-thinking,vlrag-1cf85aa067,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.03571428571428572,0.032989690721649485,-0.002724594992636234,0.03125000000000001,0.020618556701030927,-0.01063144329896908
deepseek-v3.1-thinking,vlrag-1ee02f6238,citation,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.242914979757085,0.19076923076923077,-0.052145748987854235,0.1862348178137652,0.1476923076923077,-0.038542510121457485
deepseek-v3.1-thinking,vlrag-1ee499dc19,citation,medium,extractive,0.0,0.0,0.0,0.0,0.0,0.30567685589519655,0.25468164794007486,-0.05099520795512169,0.20087336244541484,0.1647940074906367,-0.03607935495477815
deepseek-v3.1-thinking,vlrag-20e27c6df0,citation,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.06766917293233082,0.07531380753138076,0.007644634599049932,0.06766917293233082,0.07531380753138076,0.007644634599049932
deepseek-v3.1-thinking,vlrag-2207557158,single_hop,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.358974358974359,0.358974358974359,0.0,0.358974358974359,0.358974358974359,0.0
deepseek-v3.1-thinking,vlrag-221cb15408,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.037037037037037035,0.03225806451612903,-0.004778972520908004,0.037037037037037035,0.03225806451612903,-0.004778972520908004
deepseek-v3.1-thinking,vlrag-22c5303380,citation,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.08056872037914692,0.08620689655172413,0.005638176172577211,0.05687203791469194,0.06321839080459771,0.006346352889905767
deepseek-v3.1-thinking,vlrag-22e2153335,legal_validity,easy,abstractive,0.0,0.0,0.0,0.0,0.0,0.3214285714285714,0.23529411764705882,-0.08613445378151258,0.28571428571428575,0.20588235294117646,-0.0798319327731093
deepseek-v3.1-thinking,vlrag-23b94f2021,single_hop,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.025974025974025976,0.047619047619047616,0.02164502164502164,0.025974025974025976,0.047619047619047616,0.02164502164502164
deepseek-v3.1-thinking,vlrag-242b2448d9,citation,easy,extractive,1.0,1.0,0.0,0.0,0.0,0.10344827586206896,0.0588235294117647,-0.044624746450304266,0.10344827586206896,0.0588235294117647,-0.044624746450304266
deepseek-v3.1-thinking,vlrag-247851e4d3,single_hop,medium,abstractive,0.0,0.0,0.0,0.0,0.0,0.16279069767441862,0.08888888888888889,-0.07390180878552972,0.10465116279069767,0.07777777777777777,-0.0268733850129199
deepseek-v3.1-thinking,vlrag-2489431fbb,citation,easy,boolean,0.0,0.0,1.0,1.0,0.0,0.047619047619047616,0.03333333333333333,-0.014285714285714284,0.047619047619047616,0.03333333333333333,-0.014285714285714284
